Enter cache policy (LRU, LFU): Number: 17395, Steps: 203
Number: 10597, Steps: 99
Number: 27732, Steps: 33
Number: 19076, Steps: 79
Number: 25593, Steps: 201
Number: 23037, Steps: 113
Number: 21884, Steps: 162
Number: 7243, Steps: 57
Number: 26153, Steps: 157
Number: 3873, Steps: 51
Number: 7215, Steps: 70
Number: 18962, Steps: 154
Number: 14964, Steps: 133
Number: 20384, Steps: 61
Number: 8153, Steps: 114
Number: 30693, Steps: 59
Number: 28104, Steps: 59
Number: 18811, Steps: 110
Number: 6144, Steps: 18
Number: 31361, Steps: 147
Number: 20480, Steps: 17
Number: 25330, Steps: 108
Number: 4218, Steps: 82
Number: 12982, Steps: 169
Number: 29112, Steps: 165
Number: 4354, Steps: 139
Number: 30174, Steps: 209
Number: 14351, Steps: 76
Number: 13408, Steps: 45
Number: 30509, Steps: 85
Number: 17976, Steps: 79
Number: 5813, Steps: 49
Number: 8336, Steps: 127
Number: 13433, Steps: 94
Number: 14849, Steps: 94
Number: 9361, Steps: 47
Number: 30363, Steps: 209
Number: 443, Steps: 53
Number: 31054, Steps: 116
Number: 12721, Steps: 107
Number: 11623, Steps: 161
Number: 1301, Steps: 26
Number: 12615, Steps: 63
Number: 6125, Steps: 62
Number: 21372, Steps: 48
Number: 32446, Steps: 67
Number: 7643, Steps: 70
Number: 28106, Steps: 59
Number: 1626, Steps: 42
Number: 13057, Steps: 169
Number: 23474, Steps: 144
Number: 24734, Steps: 157
Number: 29712, Steps: 41
Number: 13705, Steps: 151
Number: 5731, Steps: 28
Number: 31221, Steps: 178
Number: 6922, Steps: 150
Number: 31195, Steps: 209
Number: 26344, Steps: 139
Number: 21556, Steps: 69
Number: 15403, Steps: 146
Number: 19748, Steps: 136
Number: 30287, Steps: 147
Number: 636, Steps: 56
Number: 13084, Steps: 138
Number: 7477, Steps: 88
Number: 14513, Steps: 71
Number: 12241, Steps: 63
Number: 10467, Steps: 29
Number: 12492, Steps: 63
Number: 21608, Steps: 118
Number: 14716, Steps: 164
Number: 21687, Steps: 162
Number: 13589, Steps: 63
Number: 2429, Steps: 45
Number: 18605, Steps: 35
Number: 16146, Steps: 97
Number: 17520, Steps: 79
Number: 11616, Steps: 50
Number: 12133, Steps: 24
Number: 15113, Steps: 89
Number: 19061, Steps: 53
Number: 3804, Steps: 30
Number: 3219, Steps: 74
Number: 2521, Steps: 40
Number: 26933, Steps: 46
Number: 22089, Steps: 100
Number: 31614, Steps: 178
Number: 23746, Steps: 100
Number: 17347, Steps: 141
Number: 13828, Steps: 45
Number: 21090, Steps: 149
Number: 10520, Steps: 55
Number: 20980, Steps: 105
Number: 32540, Steps: 67
Number: 13406, Steps: 94
Number: 663, Steps: 25
Number: 8546, Steps: 65
Number: 28238, Steps: 121
Number: 31373, Steps: 54
Number: 28663, Steps: 196
Number: 10167, Steps: 86
Number: 17716, Steps: 141
Number: 14452, Steps: 120
Number: 28096, Steps: 59
Number: 2600, Steps: 27
Number: 953, Steps: 28
Number: 24476, Steps: 64
Number: 4960, Steps: 90
Number: 32319, Steps: 191
Number: 21968, Steps: 131
Number: 18047, Steps: 97
Number: 3706, Steps: 131
Number: 10206, Steps: 86
Number: 2406, Steps: 58
Number: 5801, Steps: 80
Number: 26754, Steps: 46
Number: 6273, Steps: 62
Number: 8340, Steps: 127
Number: 26135, Steps: 108
Number: 19079, Steps: 79
Number: 21443, Steps: 100
Number: 21530, Steps: 118
Number: 32739, Steps: 67
Number: 13135, Steps: 76
Number: 32036, Steps: 46
Number: 6665, Steps: 93
Number: 8227, Steps: 39
Number: 21417, Steps: 237
Number: 4873, Steps: 121
Number: 1215, Steps: 163
Number: 9998, Steps: 91
Number: 1279, Steps: 132
Number: 23300, Steps: 51
Number: 3608, Steps: 56
Number: 1888, Steps: 37
Number: 3627, Steps: 56
Number: 25430, Steps: 56
Number: 8931, Steps: 47
Number: 29696, Steps: 28
Number: 10891, Steps: 68
Number: 15794, Steps: 40
Number: 659, Steps: 51
Number: 4320, Steps: 46
Number: 1880, Steps: 130
Number: 22340, Steps: 131
Number: 18231, Steps: 154
Number: 11045, Steps: 130
Number: 11059, Steps: 42
Number: 4594, Steps: 59
Number: 10669, Steps: 47
Number: 15497, Steps: 164
Number: 31745, Steps: 103
Number: 738, Steps: 20
Number: 22034, Steps: 162
Number: 15869, Steps: 53
Number: 22265, Steps: 118
Number: 31292, Steps: 85
Number: 25724, Steps: 126
Number: 3474, Steps: 105
Number: 28411, Steps: 152
Number: 14385, Steps: 164
Number: 18924, Steps: 61
Number: 27545, Steps: 59
Number: 25892, Steps: 126
Number: 29500, Steps: 46
Number: 21886, Steps: 87
Number: 21257, Steps: 149
Number: 20383, Steps: 198
Number: 5031, Steps: 116
Number: 3555, Steps: 118
Number: 12578, Steps: 63
Number: 8894, Steps: 184
Number: 18514, Steps: 260
Number: 785, Steps: 121
Number: 16464, Steps: 128
Number: 12361, Steps: 94
Number: 22704, Steps: 131
Number: 26681, Steps: 183
Number: 2642, Steps: 102
Number: 12566, Steps: 156
Number: 22546, Steps: 206
Number: 2554, Steps: 58
Number: 21915, Steps: 162
Number: 3289, Steps: 136
Number: 7720, Steps: 26
Number: 29908, Steps: 90
Number: 505, Steps: 61
Number: 21566, Steps: 149
Number: 10436, Steps: 55
Number: 24543, Steps: 157
Number: 6260, Steps: 124
Number: 8501, Steps: 127
Number: 19170, Steps: 123
Number: 12221, Steps: 94
Number: 4729, Steps: 59
Number: 20877, Steps: 56
Number: 19686, Steps: 74
Number: 9677, Steps: 60
Number: 7224, Steps: 119
Number: 20421, Steps: 61
Number: 25124, Steps: 64
Number: 4001, Steps: 43
Number: 22090, Steps: 131
Number: 24095, Steps: 232
Number: 6053, Steps: 67
Number: 2739, Steps: 40
Number: 23191, Steps: 144
Number: 6133, Steps: 49
Number: 8232, Steps: 127
Number: 12371, Steps: 94
Number: 2167, Steps: 138
Number: 7504, Steps: 26
Number: 8552, Steps: 26
Number: 15844, Steps: 53
Number: 23575, Steps: 82
Number: 7351, Steps: 101
Number: 26269, Steps: 77
Number: 3400, Steps: 61
Number: 21791, Steps: 69
Number: 12101, Steps: 68
Number: 7237, Steps: 57
Number: 29081, Steps: 72
Number: 12433, Steps: 112
Number: 15103, Steps: 115
Number: 31012, Steps: 147
Number: 19482, Steps: 136
Number: 31220, Steps: 178
Number: 20324, Steps: 43
Number: 30858, Steps: 54
Number: 28013, Steps: 152
Number: 14259, Steps: 120
Number: 12357, Steps: 37
Number: 2516, Steps: 40
Number: 5894, Steps: 98
Number: 14016, Steps: 58
Number: 726, Steps: 46
Number: 22837, Steps: 30
Number: 12511, Steps: 112
Number: 14716, Steps: 164
Number: 20742, Steps: 43
Number: 5559, Steps: 160
Number: 1901, Steps: 29
Number: 3547, Steps: 56
Number: 22284, Steps: 69
Number: 22652, Steps: 87
Number: 9684, Steps: 21
Number: 20163, Steps: 87
Number: 20290, Steps: 35
Number: 4426, Steps: 139
Number: 8279, Steps: 158
Number: 21686, Steps: 162
Number: 12343, Steps: 262
Number: 7239, Steps: 44
Number: 25362, Steps: 56
Number: 6577, Steps: 137
Number: 4351, Steps: 77
Number: 25856, Steps: 33
Number: 22763, Steps: 206
Number: 5204, Steps: 28
Number: 10190, Steps: 73
Number: 15024, Steps: 89
Number: 32454, Steps: 116
Number: 20034, Steps: 92
Number: 5830, Steps: 36
Number: 14784, Steps: 133
Number: 14072, Steps: 151
Number: 14795, Steps: 71
Number: 31500, Steps: 129
Number: 28298, Steps: 33
Number: 28926, Steps: 77
Number: 2761, Steps: 128
Number: 29217, Steps: 165
Number: 5474, Steps: 41
Number: 31088, Steps: 41
Number: 5831, Steps: 49
Number: 2416, Steps: 19
Number: 7127, Steps: 163
Number: 1584, Steps: 29
Number: 105, Steps: 38
Number: 19491, Steps: 136
Number: 18230, Steps: 154
Number: 21223, Steps: 149
Number: 12808, Steps: 63
Number: 25403, Steps: 38
Number: 9296, Steps: 122
Number: 25010, Steps: 157
Number: 27548, Steps: 170
Number: 31712, Steps: 103
Number: 9341, Steps: 91
Number: 13336, Steps: 32
Number: 26591, Steps: 77
Number: 26613, Steps: 77
Number: 3041, Steps: 154
Number: 4160, Steps: 33
Number: 23727, Steps: 113
Number: 11504, Steps: 55
Number: 5358, Steps: 28
Number: 9824, Steps: 42
Number: 23220, Steps: 144
Number: 29929, Steps: 103
Number: 27946, Steps: 152
Number: 10873, Steps: 130
Number: 20548, Steps: 56
Number: 5616, Steps: 85
Number: 28467, Steps: 59
Number: 13890, Steps: 45
Number: 13187, Steps: 125
Number: 9124, Steps: 153
Number: 15872, Steps: 115
Number: 1889, Steps: 81
Number: 6095, Steps: 62
Number: 16130, Steps: 71
Number: 9577, Steps: 153
Number: 28129, Steps: 82
Number: 12891, Steps: 169
Number: 6266, Steps: 124
Number: 25578, Steps: 77
Number: 32481, Steps: 67
Number: 4633, Steps: 108
Number: 22600, Steps: 87
Number: 16804, Steps: 66
Number: 24457, Steps: 170
Number: 3806, Steps: 131
Number: 24833, Steps: 113
Number: 6308, Steps: 93
Number: 15427, Steps: 84
Number: 13249, Steps: 76
Number: 8300, Steps: 96
Number: 12904, Steps: 24
Number: 16423, Steps: 159
Number: 10436, Steps: 55
Number: 25236, Steps: 95
Number: 7839, Steps: 83
Number: 8374, Steps: 65
Number: 24502, Steps: 157
Number: 23323, Steps: 157
Number: 26417, Steps: 46
Number: 4556, Steps: 59
Number: 2135, Steps: 63
Number: 22737, Steps: 131
Number: 17791, Steps: 71
Number: 13776, Steps: 107
Number: 4030, Steps: 95
Number: 22405, Steps: 69
Number: 15596, Steps: 146
Number: 24110, Steps: 188
Number: 12024, Steps: 143
Number: 25628, Steps: 170
Number: 16028, Steps: 45
Number: 12295, Steps: 50
Number: 19698, Steps: 74
Number: 1760, Steps: 117
Number: 14972, Steps: 71
Number: 295, Steps: 55
Number: 14232, Steps: 151
Number: 10266, Steps: 55
Number: 16770, Steps: 66
Number: 311, Steps: 86
Number: 30783, Steps: 178
Number: 8930, Steps: 47
Number: 7478, Steps: 114
Number: 819, Steps: 41
Number: 18240, Steps: 110
Number: 31286, Steps: 147
Number: 113, Steps: 12
Number: 31519, Steps: 129
Number: 25318, Steps: 157
Number: 25674, Steps: 77
Number: 13668, Steps: 58
Number: 1014, Steps: 36
Number: 19851, Steps: 74
Number: 8223, Steps: 189
Number: 27869, Steps: 90
Number: 484, Steps: 97
Number: 14077, Steps: 81
Number: 18775, Steps: 61
Number: 4806, Steps: 59
Number: 13492, Steps: 45
Number: 5415, Steps: 41
Number: 7752, Steps: 52
Number: 19438, Steps: 123
Number: 20108, Steps: 136
Number: 12269, Steps: 63
Number: 27727, Steps: 152
Number: 269, Steps: 29
Number: 25304, Steps: 56
Number: 9303, Steps: 34
Number: 5734, Steps: 28
Number: 6914, Steps: 44
Number: 16772, Steps: 66
Number: 8946, Steps: 96
Number: 27129, Steps: 77
Number: 21598, Steps: 162
Number: 4718, Steps: 59
Number: 28019, Steps: 152
Number: 13814, Steps: 120
Number: 17446, Steps: 141
Number: 17691, Steps: 154
Number: 22430, Steps: 69
Number: 22564, Steps: 43
Number: 1493, Steps: 21
Number: 10409, Steps: 86
Number: 20326, Steps: 43
Number: 13493, Steps: 45
Number: 8865, Steps: 171
Number: 16388, Steps: 115
Number: 12374, Steps: 63
Number: 19486, Steps: 48
Number: 8191, Steps: 158
Number: 9821, Steps: 135
Number: 26159, Steps: 152
Number: 25382, Steps: 82
Number: 22377, Steps: 69
Number: 6104, Steps: 155
Number: 8915, Steps: 47
Number: 28989, Steps: 121
Number: 31583, Steps: 85
Number: 29317, Steps: 103
Number: 11105, Steps: 192
Number: 18704, Steps: 61
Number: 28076, Steps: 46
Number: 17298, Steps: 53
Number: 162, Steps: 23
Number: 12122, Steps: 143
Number: 19178, Steps: 123
Number: 13503, Steps: 174
Number: 26276, Steps: 214
Number: 21501, Steps: 100
Number: 20296, Steps: 136
Number: 28177, Steps: 108
Number: 4004, Steps: 144
Number: 24913, Steps: 95
Number: 30859, Steps: 178
Number: 16331, Steps: 115
Number: 28209, Steps: 59
Number: 5564, Steps: 116
Number: 2387, Steps: 102
Number: 10394, Steps: 148
Number: 29327, Steps: 152
Number: 7043, Steps: 106
Number: 20896, Steps: 30
Number: 3088, Steps: 123
Number: 14170, Steps: 58
Number: 4831, Steps: 121
Number: 24724, Steps: 64
Number: 11603, Steps: 81
Number: 24939, Steps: 113
Number: 596, Steps: 25
Number: 891, Steps: 46
Number: 16919, Steps: 84
Number: 14080, Steps: 120
Number: 8510, Steps: 202
Number: 13832, Steps: 107
Number: 12745, Steps: 81
Number: 12822, Steps: 50
Number: 12461, Steps: 63
Number: 26593, Steps: 121
Number: 21773, Steps: 69
Number: 4634, Steps: 33
Number: 22130, Steps: 162
Number: 15199, Steps: 58
Number: 18795, Steps: 154
Number: 12481, Steps: 50
Number: 11898, Steps: 99
Number: 8590, Steps: 78
Number: 11589, Steps: 143
Number: 7733, Steps: 26
Number: 1627, Steps: 73
Number: 30588, Steps: 178
Number: 22541, Steps: 87
Number: 18545, Steps: 35
Number: 30509, Steps: 85
Number: 2224, Steps: 45
Number: 25269, Steps: 126
Number: 12782, Steps: 76
Number: 20891, Steps: 61
Number: 6904, Steps: 44
Number: 5222, Steps: 54
Number: 31615, Steps: 178
Number: 4153, Steps: 64
Number: 26472, Steps: 46
Number: 1908, Steps: 37
Number: 17785, Steps: 172
Number: 17433, Steps: 110
Number: 9375, Steps: 47
Number: 6802, Steps: 88
Number: 11288, Steps: 37
Number: 12185, Steps: 37
Number: 1612, Steps: 21
Number: 578, Steps: 30
Number: 25374, Steps: 56
Number: 894, Steps: 98
Number: 22001, Steps: 43
Number: 3728, Steps: 87
Number: 13501, Steps: 138
Number: 29255, Steps: 121
Number: 2279, Steps: 151
Number: 30976, Steps: 103
Number: 26551, Steps: 77
Number: 3515, Steps: 149
Number: 30627, Steps: 85
Number: 20165, Steps: 43
Number: 20676, Steps: 56
Number: 8901, Steps: 140
Number: 6711, Steps: 93
Number: 19251, Steps: 48
Number: 4916, Steps: 41
Number: 1921, Steps: 143
Number: 28187, Steps: 227
Number: 13943, Steps: 58
Number: 21717, Steps: 56
Number: 3991, Steps: 51
Number: 26926, Steps: 46
Number: 7302, Steps: 44
Number: 26903, Steps: 139
Number: 6856, Steps: 31
Number: 7672, Steps: 132
Number: 28755, Steps: 152
Number: 14190, Steps: 58
Number: 29126, Steps: 20
Number: 30002, Steps: 165
Number: 28485, Steps: 152
Number: 24824, Steps: 95
Number: 25929, Steps: 108
Number: 8328, Steps: 127
Number: 22760, Steps: 69
Number: 26976, Steps: 46
Number: 25439, Steps: 82
Number: 10909, Steps: 130
Number: 20195, Steps: 43
Number: 26370, Steps: 126
Number: 30467, Steps: 85
Number: 18512, Steps: 35
Number: 28970, Steps: 72
Number: 32336, Steps: 67
Number: 26098, Steps: 201
Number: 20286, Steps: 118
Number: 2676, Steps: 71
Number: 11380, Steps: 68
Number: 24762, Steps: 38
Number: 30087, Steps: 90
Number: 24816, Steps: 157
Number: 9527, Steps: 197
Number: 30996, Steps: 54
Number: 16086, Steps: 53
Number: 32563, Steps: 116
Number: 18465, Steps: 92
Number: 21107, Steps: 105
Number: 15003, Steps: 89
Number: 2421, Steps: 19
Number: 28897, Steps: 196
Number: 16605, Steps: 97
Number: 30619, Steps: 134
Number: 29438, Steps: 147
Number: 9968, Steps: 135
Number: 18938, Steps: 92
Number: 20651, Steps: 149
Number: 10203, Steps: 179
Number: 28786, Steps: 72
Number: 15467, Steps: 84
Number: 30392, Steps: 72
Number: 32469, Steps: 41
Number: 19549, Steps: 48
Number: 20828, Steps: 105
Number: 23563, Steps: 100
Number: 1956, Steps: 50
Number: 6108, Steps: 155
Number: 3165, Steps: 79
Number: 25803, Steps: 77
Number: 2399, Steps: 71
Number: 25334, Steps: 56
Number: 19821, Steps: 74
Number: 196, Steps: 26
Number: 17719, Steps: 79
Number: 30827, Steps: 72
Number: 18776, Steps: 110
Number: 4710, Steps: 33
Number: 20837, Steps: 43
Number: 7390, Steps: 207
Number: 23620, Steps: 144
Number: 18193, Steps: 141
Number: 8289, Steps: 114
Number: 18745, Steps: 48
Number: 27270, Steps: 139
Number: 17552, Steps: 141
Number: 2133, Steps: 32
Number: 25678, Steps: 77
Number: 17338, Steps: 141
Number: 20451, Steps: 61
Number: 24273, Steps: 188
Number: 16314, Steps: 66
Number: 15378, Steps: 58
Number: 20801, Steps: 149
Number: 31936, Steps: 54
Number: 23567, Steps: 82
Number: 28654, Steps: 59
Number: 22877, Steps: 82
Number: 16027, Steps: 97
Number: 14386, Steps: 164
Number: 26029, Steps: 51
Number: 3049, Steps: 123
Number: 21724, Steps: 100
Number: 12289, Steps: 50
Number: 451, Steps: 53
Number: 4952, Steps: 134
Number: 30902, Steps: 59
Number: 11833, Steps: 99
Number: 268, Steps: 29
Number: 489, Steps: 48
Number: 22787, Steps: 131
Number: 13719, Steps: 63
Number: 28001, Steps: 152
Number: 17377, Steps: 159
Number: 21374, Steps: 100
Number: 1342, Steps: 96
Number: 16488, Steps: 128
Number: 1815, Steps: 55
Number: 20018, Steps: 167
Number: 23641, Steps: 175
Number: 10416, Steps: 104
Number: 15286, Steps: 71
Number: 17714, Steps: 110
Number: 8449, Steps: 57
Number: 9469, Steps: 91
Number: 4671, Steps: 90
Number: 24715, Steps: 118
Number: 28257, Steps: 59
Number: 27104, Steps: 38
Number: 6861, Steps: 31
Number: 9847, Steps: 73
Number: 19992, Steps: 180
Number: 17803, Steps: 71
Number: 27037, Steps: 64
Number: 7635, Steps: 83
Number: 8414, Steps: 109
Number: 30180, Steps: 72
Number: 25805, Steps: 64
Number: 29907, Steps: 72
Number: 31339, Steps: 147
Number: 9432, Steps: 60
Number: 8036, Steps: 26
Number: 32757, Steps: 160
Number: 29845, Steps: 72
Number: 32498, Steps: 98
Number: 26003, Steps: 126
Number: 9523, Steps: 34
Number: 15800, Steps: 40
Number: 6188, Steps: 36
Number: 24123, Steps: 43
Number: 1917, Steps: 55
Number: 26202, Steps: 139
Number: 4869, Steps: 134
Number: 26030, Steps: 51
Number: 1638, Steps: 42
Number: 12815, Steps: 169
Number: 15827, Steps: 102
Number: 1466, Steps: 96
Number: 26142, Steps: 139
Number: 28571, Steps: 51
Number: 6747, Steps: 181
Number: 12004, Steps: 42
Number: 13216, Steps: 94
Number: 7255, Steps: 57
Number: 927, Steps: 116
Number: 5873, Steps: 98
Number: 14636, Steps: 133
Number: 22230, Steps: 162
Number: 26103, Steps: 77
Number: 24747, Steps: 113
Number: 5880, Steps: 49
Number: 25799, Steps: 64
Number: 15715, Steps: 102
Number: 28897, Steps: 196
Number: 21539, Steps: 118
Number: 20509, Steps: 149
Number: 20000, Steps: 30
Number: 5296, Steps: 28
Number: 31722, Steps: 103
Number: 24430, Steps: 157
Number: 19321, Steps: 167
Number: 23809, Steps: 100
Number: 6942, Steps: 106
Number: 28057, Steps: 108
Number: 24800, Steps: 157
Number: 21331, Steps: 193
Number: 12757, Steps: 125
Number: 25772, Steps: 77
Number: 20797, Steps: 149
Number: 27579, Steps: 152
Number: 28001, Steps: 152
Number: 24581, Steps: 51
Number: 8326, Steps: 65
Number: 22568, Steps: 38
Number: 15998, Steps: 190
Number: 14775, Steps: 71
Number: 31632, Steps: 147
Number: 8428, Steps: 158
Number: 8143, Steps: 158
Number: 1839, Steps: 161
Number: 21029, Steps: 180
Number: 9848, Steps: 73
Number: 8332, Steps: 127
Number: 18711, Steps: 198
Number: 22358, Steps: 43
Number: 28775, Steps: 134
Number: 1909, Steps: 37
Number: 21114, Steps: 149
Number: 23570, Steps: 82
Number: 28095, Steps: 108
Number: 8714, Steps: 47
Number: 11049, Steps: 68
Number: 14328, Steps: 102
Number: 2675, Steps: 45
Number: 5117, Steps: 134
Number: 29022, Steps: 183
Number: 13418, Steps: 45
Number: 15916, Steps: 97
Number: 15080, Steps: 133
Number: 32416, Steps: 116
Number: 11747, Steps: 99
Number: 30792, Steps: 134
Number: 31292, Steps: 85
Number: 21478, Steps: 74
Number: 24458, Steps: 113
Number: 3363, Steps: 43
Number: 889, Steps: 147
Number: 4351, Steps: 77
Number: 3335, Steps: 180
Number: 2198, Steps: 32
Number: 28325, Steps: 103
Number: 31537, Steps: 85
Number: 32405, Steps: 160
Number: 2494, Steps: 133
Number: 14071, Steps: 107
Number: 22305, Steps: 69
Number: 856, Steps: 103
Number: 3071, Steps: 154
Number: 28627, Steps: 90
Number: 6642, Steps: 106
Number: 28146, Steps: 152
Number: 16712, Steps: 66
Number: 17915, Steps: 97
Number: 13745, Steps: 32
Number: 16209, Steps: 159
Number: 24984, Steps: 64
Number: 8451, Steps: 57
Number: 1265, Steps: 39
Number: 29642, Steps: 165
Number: 5057, Steps: 72
Number: 30981, Steps: 54
Number: 6578, Steps: 137
Number: 9836, Steps: 104
Number: 21356, Steps: 48
Number: 13463, Steps: 45
Number: 29576, Steps: 41
Number: 32398, Steps: 160
Number: 30813, Steps: 147
Number: 8954, Steps: 91
Number: 24825, Steps: 95
Number: 7083, Steps: 57
Number: 17144, Steps: 172
Number: 26260, Steps: 77
Number: 4134, Steps: 157
Number: 29552, Steps: 72
Number: 4612, Steps: 152
Number: 25504, Steps: 126
Number: 4782, Steps: 121
Number: 22034, Steps: 162
Number: 9648, Steps: 73
Number: 1829, Steps: 130
Number: 22735, Steps: 144
Number: 3301, Steps: 136
Number: 5075, Steps: 134
Number: 31268, Steps: 134
Number: 26574, Steps: 77
Number: 18219, Steps: 154
Number: 20856, Steps: 87
Number: 5398, Steps: 67
Number: 20377, Steps: 35
Number: 18729, Steps: 198
Number: 30106, Steps: 41
Number: 10134, Steps: 34
Number: 9132, Steps: 60
Number: 4481, Steps: 46
Number: 6444, Steps: 23
Number: 26714, Steps: 95
Number: 31537, Steps: 85
Number: 26811, Steps: 95
Number: 30813, Steps: 147
Number: 8551, Steps: 78
Number: 15467, Steps: 84
Number: 3877, Steps: 51
Number: 14617, Steps: 45
Number: 27781, Steps: 46
Number: 14164, Steps: 120
Number: 31965, Steps: 85
Number: 31443, Steps: 85
Number: 5105, Steps: 59
Number: 21381, Steps: 162
Number: 26668, Steps: 183
Number: 4994, Steps: 90
Number: 27475, Steps: 95
Number: 21847, Steps: 56
Number: 1557, Steps: 122
Number: 7657, Steps: 83
Number: 13551, Steps: 244
Number: 32328, Steps: 147
Number: 14638, Steps: 133
Number: 15644, Steps: 84
Number: 26399, Steps: 139
Number: 3232, Steps: 30
Number: 8879, Steps: 171
Number: 14656, Steps: 40
Number: 26113, Steps: 170
Number: 24148, Steps: 69
Number: 18889, Steps: 61
Number: 22930, Steps: 69
Number: 1389, Steps: 127
Number: 15146, Steps: 40
Number: 19769, Steps: 123
Number: 8107, Steps: 65
Number: 26410, Steps: 139
Number: 2590, Steps: 40
Number: 21276, Steps: 56
Number: 18434, Steps: 48
Number: 2401, Steps: 164
Number: 30212, Steps: 134
Number: 11013, Steps: 130
Number: 13234, Steps: 45
Number: 6481, Steps: 168
Number: 17776, Steps: 35
Number: 22093, Steps: 131
Number: 8061, Steps: 96
Number: 24133, Steps: 43
Number: 27091, Steps: 183
Number: 27306, Steps: 20
Number: 19473, Steps: 48
Number: 20675, Steps: 149
Number: 2534, Steps: 32
Number: 771, Steps: 33
Number: 31627, Steps: 77
Number: 12807, Steps: 81
Number: 2892, Steps: 48
Number: 12931, Steps: 24
Number: 26682, Steps: 183
Number: 14256, Steps: 50
Number: 24435, Steps: 38
Number: 11757, Steps: 81
Number: 6309, Steps: 93
Number: 8120, Steps: 39
Number: 6075, Steps: 62
Number: 7983, Steps: 52
Number: 13519, Steps: 63
Number: 16553, Steps: 97
Number: 1242, Steps: 88
Number: 22329, Steps: 113
Number: 16569, Steps: 66
Number: 27150, Steps: 90
Number: 25983, Steps: 170
Number: 21007, Steps: 131
Number: 24617, Steps: 64
Number: 10536, Steps: 55
Number: 26677, Steps: 33
Number: 16669, Steps: 115
Number: 1962, Steps: 24
Number: 17891, Steps: 48
Number: 1162, Steps: 119
Number: 4044, Steps: 64
Number: 16084, Steps: 71
Number: 3080, Steps: 35
Number: 28529, Steps: 51
Number: 5714, Steps: 173
Number: 22477, Steps: 162
Number: 13492, Steps: 45
Number: 12006, Steps: 42
Number: 28366, Steps: 152
Number: 16400, Steps: 40
Number: 1033, Steps: 155
Number: 4304, Steps: 33
Number: 8340, Steps: 127
Number: 20077, Steps: 66
Number: 28451, Steps: 51
Number: 2347, Steps: 107
Number: 5573, Steps: 36
Number: 12881, Steps: 125
Number: 24142, Steps: 43
Number: 15206, Steps: 32
Number: 3876, Steps: 51
Number: 26696, Steps: 69
Number: 24438, Steps: 38
Number: 13066, Steps: 138
Number: 2596, Steps: 146
Number: 22464, Steps: 87
Number: 23775, Steps: 56
Number: 3997, Steps: 51
Number: 19782, Steps: 123
Number: 32272, Steps: 72
Number: 11286, Steps: 86
Number: 10182, Steps: 42
Number: 3745, Steps: 162
Number: 19129, Steps: 79
Number: 2343, Steps: 151
Number: 26546, Steps: 95
Number: 26818, Steps: 121
Number: 4331, Steps: 126
Number: 21008, Steps: 30
Number: 28341, Steps: 59
Number: 4535, Steps: 90
Number: 12875, Steps: 76
Number: 5750, Steps: 54
Number: 12341, Steps: 37
Number: 2151, Steps: 107
Number: 26355, Steps: 170
Number: 20375, Steps: 35
Number: 7108, Steps: 119
Number: 11301, Steps: 86
Number: 18106, Steps: 40
Number: 21632, Steps: 56
Number: 4236, Steps: 33
Number: 29316, Steps: 103
Number: 30646, Steps: 147
Number: 24191, Steps: 188
Number: 8176, Steps: 65
Number: 12140, Steps: 156
Number: 9728, Steps: 29
Number: 12764, Steps: 76
Number: 25456, Steps: 108
Number: 9069, Steps: 91
Number: 10423, Steps: 135
Number: 16068, Steps: 27
Number: 27085, Steps: 183
Number: 17492, Steps: 35
Number: 30792, Steps: 134
Number: 20102, Steps: 118
Number: 32622, Steps: 129
Number: 29692, Steps: 240
Number: 23020, Steps: 56
Number: 4354, Steps: 139
Number: 22019, Steps: 193
Number: 6503, Steps: 62
Number: 25714, Steps: 170
Number: 7773, Steps: 39
Number: 20328, Steps: 35
Number: 20493, Steps: 149
Number: 16958, Steps: 84
Number: 16634, Steps: 53
Number: 28620, Steps: 77
Number: 8564, Steps: 26
Number: 21650, Steps: 69
Number: 7078, Steps: 57
Number: 15122, Steps: 84
Number: 32001, Steps: 147
Number: 7180, Steps: 70
Number: 19, Steps: 20
Number: 375, Steps: 45
Number: 25102, Steps: 157
Number: 2672, Steps: 71
Number: 2440, Steps: 40
Number: 24438, Steps: 38
Number: 28733, Steps: 152
Number: 8616, Steps: 34
Number: 20438, Steps: 87
Number: 29929, Steps: 103
Number: 21003, Steps: 131
Number: 1033, Steps: 155
Number: 18062, Steps: 185
Number: 6000, Steps: 49
Number: 13736, Steps: 107
Number: 23000, Steps: 56
Number: 7281, Steps: 18
Number: 1046, Steps: 124
Number: 18438, Steps: 48
Number: 12301, Steps: 156
Number: 12072, Steps: 68
Number: 21554, Steps: 149
Number: 26159, Steps: 152
Number: 13398, Steps: 138
Number: 26422, Steps: 77
Number: 14732, Steps: 133
Number: 30941, Steps: 85
Number: 29279, Steps: 152
Number: 4138, Steps: 126
Number: 17857, Steps: 97
Number: 11844, Steps: 37
Number: 30289, Steps: 165
Number: 281, Steps: 42
Number: 16617, Steps: 190
Number: 1587, Steps: 78
Number: 30873, Steps: 116
Number: 10571, Steps: 104
Number: 21366, Steps: 100
Number: 25691, Steps: 108
Number: 30442, Steps: 33
Number: 21813, Steps: 69
Number: 1887, Steps: 37
Number: 7406, Steps: 132
Number: 24197, Steps: 69
Number: 16295, Steps: 97
Number: 25727, Steps: 232
Number: 12141, Steps: 156
